date,flow,FDCPercentile,calMonthlyFDCPercentile,day,waterYear,waterMonth,waterDay,waterWeek,ewrMeasureExceedance,ewrExceedance,ewrFlowBandNumber,ewrFlowBand
1949-02-21,588.3224296656455,0.51,0.9560591428531102,52,1948,5,144,21,,0.97,5,Dry
1949-02-22,588.3224296656455,0.51,0.9560591428531102,53,1948,5,145,21,,0.97,5,Dry
1949-02-23,588.3224296656455,0.51,0.9560591428531102,54,1948,5,146,21,,0.97,5,Dry
1949-02-24,588.3224296656455,0.51,0.9560591428531102,55,1948,5,147,21,,0.97,5,Dry
1949-02-25,593.0643481918721,0.5074538814508912,0.9545164132521098,56,1948,5,148,22,,0.97,5,Dry
1949-02-26,619.7760781539125,0.4943500069769319,0.9443500069769318,57,1948,5,149,22,,0.97,5,Dry
1949-02-27,631.8422747292525,0.48846871372501993,0.9388367193946202,58,1948,5,150,22,,0.97,5,Dry
1949-02-28,643.9459976181907,0.48,0.9324032453997217,59,1948,5,151,22,0.97,0.97,5,Dry
1949-03-01,643.9459976181907,0.48,0.986791568396543,60,1948,6,152,22,,0.97,5,Dry
1949-03-02,643.9459976181907,0.48,0.986791568396543,61,1948,6,153,22,,0.97,5,Dry
1949-03-03,643.9459976181907,0.48,0.986791568396543,62,1948,6,154,22,,0.97,5,Dry
1949-03-04,643.9459976181907,0.48,0.986791568396543,63,1948,6,155,23,,0.97,5,Dry
1949-03-05,643.9459976181907,0.48,0.986791568396543,64,1948,6,156,23,,0.97,5,Dry
1949-03-06,648.4673831674933,0.4774918079533361,0.9857723974683763,65,1948,6,157,23,,0.97,5,Dry
1949-03-07,674.1295584334669,0.4647858743868294,0.9799934822200457,66,1948,6,158,23,,0.97,5,Dry
1949-03-08,690.1825223078384,0.45809010817178214,0.9780514229569504,67,1948,6,159,23,0.97,0.97,5,Dry
1949-03-09,710.9145884918202,0.45,0.9755432941471679,68,1948,6,160,23,,0.97,5,Dry
1949-03-10,745.3882225988765,0.4350347485740903,0.9713727346807596,69,1948,6,161,23,,0.97,5,Dry
1949-03-11,763.9831940612547,0.42499126916753555,0.9653962862827024,70,1948,6,162,24,,0.97,5,Dry
1949-03-12,763.9831940612547,0.42499126916753555,0.9653962862827024,71,1948,6,163,24,,0.97,5,Dry
1949-03-13,763.9831940612547,0.42499126916753555,0.9653962862827024,72,1948,6,164,24,,0.97,5,Dry
1949-03-14,763.9831940612547,0.42499126916753555,0.9653962862827024,73,1948,6,165,24,,0.97,5,Dry
1949-03-15,763.9831940612547,0.42499126916753555,0.9653962862827024,74,1948,6,166,24,,0.97,5,Dry
1949-03-16,763.9831940612547,0.42499126916753555,0.9653962862827024,75,1948,6,167,24,,0.97,5,Dry
1949-03-17,763.9831940612547,0.42499126916753555,0.9653962862827024,76,1948,6,168,24,,0.97,5,Dry
1949-03-18,763.9831940612547,0.42499126916753555,0.9653962862827024,77,1948,6,169,25,0.96,0.97,5,Dry
1949-03-19,763.9831940612547,0.42499126916753555,0.9653962862827024,78,1948,6,170,25,,0.97,5,Dry
1949-03-20,763.9831940612547,0.42499126916753555,0.9653962862827024,79,1948,6,171,25,,0.97,5,Dry
1949-03-21,763.9831940612547,0.42499126916753555,0.9653962862827024,80,1948,6,172,25,,0.96,5,Dry
1949-03-22,763.9831940612547,0.42499126916753555,0.9653962862827024,81,1948,6,173,25,,0.96,5,Dry
1949-03-23,763.9831940612547,0.42499126916753555,0.9653962862827024,82,1948,6,174,25,,0.96,5,Dry
1949-03-24,768.4059838906146,0.4223928962215814,0.9625870680628561,83,1948,6,175,25,,0.96,5,Dry
1949-03-25,797.8953188064405,0.41,0.94716866578535,84,1948,6,176,26,,0.96,5,Dry
1949-03-26,797.8953188064405,0.41,0.94716866578535,85,1948,6,177,26,,0.96,5,Dry
1949-03-27,797.8953188064405,0.41,0.94716866578535,86,1948,6,178,26,,0.96,5,Dry
1949-03-28,804.6174526821538,0.4069503772462709,0.9446713691956057,87,1948,6,179,26,0.97,0.96,5,Dry
1949-03-29,817.19167764394,0.4012458430517772,0.94,88,1948,6,180,26,,0.96,5,Dry
1949-03-30,817.19167764394,0.4012458430517772,0.94,89,1948,6,181,26,,0.96,5,Dry
1949-03-31,817.19167764394,0.4012458430517772,0.94,90,1948,6,182,26,,0.96,5,Dry
1949-04-01,817.19167764394,0.4012458430517772,0.9819424349930403,91,1948,7,183,27,,0.97,5,Dry
1949-04-02,817.19167764394,0.4012458430517772,0.9819424349930403,92,1948,7,184,27,,0.97,5,Dry
1949-04-03,817.19167764394,0.4012458430517772,0.9819424349930403,93,1948,7,185,27,,0.97,5,Dry
1949-04-04,817.19167764394,0.4012458430517772,0.9819424349930403,94,1948,7,186,27,,0.97,5,Dry
1949-04-05,817.19167764394,0.4012458430517772,0.9819424349930403,95,1948,7,187,27,,0.97,5,Dry
1949-04-06,827.494316859016,0.39707793574818645,0.9809472659018587,96,1948,7,188,27,,0.97,5,Dry
1949-04-07,857.9729404886403,0.3823405750711704,0.9739986526674654,97,1948,7,189,27,,0.97,5,Dry
1949-04-08,857.9729404886403,0.3823405750711704,0.9739986526674654,98,1948,7,190,28,0.97,0.97,5,Dry
1949-04-09,863.8446172996254,0.3792440933969982,0.972294021944543,99,1948,7,191,28,,0.97,5,Dry
1949-04-10,892.9714266533351,0.3687104282330824,0.9631020520923547,100,1948,7,192,28,,0.97,5,Dry
1949-04-11,902.5164240287266,0.36434424985894875,0.96,101,1948,7,193,28,,0.97,5,Dry
1949-04-12,902.5164240287266,0.36434424985894875,0.96,102,1948,7,194,28,,0.97,5,Dry
1949-04-13,902.5164240287266,0.36434424985894875,0.96,103,1948,7,195,28,,0.97,5,Dry
1949-04-14,902.5164240287266,0.36434424985894875,0.96,104,1948,7,196,28,,0.97,5,Dry
1949-04-15,902.5164240287266,0.36434424985894875,0.96,105,1948,7,197,29,,0.97,5,Dry
1949-04-16,902.5164240287266,0.36434424985894875,0.96,106,1948,7,198,29,,0.97,5,Dry
1949-04-17,902.5164240287266,0.36434424985894875,0.96,107,1948,7,199,29,,0.97,5,Dry
1949-04-18,902.5164240287266,0.36434424985894875,0.96,108,1948,7,200,29,0.96,0.97,5,Dry
1949-04-19,902.5164240287266,0.36434424985894875,0.96,109,1948,7,201,29,,0.97,5,Dry
1949-04-20,902.5164240287266,0.36434424985894875,0.96,110,1948,7,202,29,,0.97,5,Dry
1949-04-21,902.5164240287266,0.36434424985894875,0.96,111,1948,7,203,29,,0.96,5,Dry
1949-04-22,902.5164240287266,0.36434424985894875,0.96,112,1948,7,204,30,,0.96,5,Dry
1949-04-23,902.5164240287266,0.36434424985894875,0.96,113,1948,7,205,30,,0.96,5,Dry
1949-04-24,902.5164240287266,0.36434424985894875,0.96,114,1948,7,206,30,,0.96,5,Dry
1949-04-25,902.5164240287266,0.36434424985894875,0.96,115,1948,7,207,30,,0.96,5,Dry
1949-04-26,919.1681111080468,0.3575386377978356,0.9556821558232491,116,1948,7,208,30,,0.96,5,Dry
1949-04-27,919.1681111080468,0.3575386377978356,0.9556821558232491,117,1948,7,209,30,,0.96,5,Dry
1949-04-28,919.1681111080468,0.3575386377978356,0.9556821558232491,118,1948,7,210,30,0.95,0.96,5,Dry
1949-04-29,919.1681111080468,0.3575386377978356,0.9556821558232491,119,1948,7,211,31,,0.96,5,Dry
1949-04-30,909.9863941447713,0.3609272534268506,0.9580630090625397,120,1948,7,212,31,,0.96,5,Dry
1949-05-01,902.5164240287266,0.36434424985894875,0.94,121,1948,8,213,31,,0.95,5,Dry
1949-05-02,902.5164240287266,0.36434424985894875,0.94,122,1948,8,214,31,,0.95,5,Dry
1949-05-03,902.5164240287266,0.36434424985894875,0.94,123,1948,8,215,31,,0.95,5,Dry
1949-05-04,902.5164240287266,0.36434424985894875,0.94,124,1948,8,216,31,,0.95,5,Dry
1949-05-05,902.5164240287266,0.36434424985894875,0.94,125,1948,8,217,31,,0.95,5,Dry
1949-05-06,902.5164240287266,0.36434424985894875,0.94,126,1948,8,218,32,,0.95,5,Dry
1949-05-07,892.9714266533351,0.3687104282330824,0.9418655684741676,127,1948,8,219,32,,0.95,5,Dry
1949-05-08,863.8446172996254,0.3792440933969982,0.9475583995087221,128,1948,8,220,32,0.96,0.95,5,Dry
1949-05-09,857.9729404886403,0.3823405750711704,0.9487060179645758,129,1948,8,221,32,,0.95,5,Dry
1949-05-10,851.3524088367864,0.38650562069146366,0.95,130,1948,8,222,32,,0.95,5,Dry
1949-05-11,837.3010310285691,0.3932857181066861,0.9583617017111834,131,1948,8,223,32,,0.96,5,Dry
1949-05-12,804.6174526821538,0.4069503772462709,0.9657330429540791,132,1948,8,224,32,,0.96,5,Dry
1949-05-13,790.2740343679293,0.4129985820035896,0.968480454782974,133,1948,8,225,33,,0.96,5,Dry
1949-05-14,768.4059838906146,0.4223928962215814,0.9719509546779339,134,1948,8,226,33,,0.96,5,Dry
1949-05-15,763.9831940612547,0.42499126916753555,0.9725701644838458,135,1948,8,227,33,,0.96,5,Dry
1949-05-16,763.9831940612547,0.42499126916753555,0.9725701644838458,136,1948,8,228,33,,0.96,5,Dry
1949-05-17,740.9601535728048,0.4372488001784132,0.975793490253865,137,1948,8,229,33,,0.96,5,Dry
1949-05-18,704.67905735114,0.45243324138505764,0.9804629018664578,138,1948,8,230,33,0.98,0.96,5,Dry
1949-05-19,704.67905735114,0.45243324138505764,0.9804629018664578,139,1948,8,231,33,,0.96,5,Dry
1949-05-20,690.1825223078384,0.45809010817178214,0.9815390689125877,140,1948,8,232,34,,0.96,5,Dry
1949-05-21,643.9459976181907,0.48,0.984971490801676,141,1948,8,233,34,,0.98,5,Dry
1949-05-22,643.9459976181907,0.48,0.984971490801676,142,1948,8,234,34,,0.98,5,Dry
1949-05-23,636.5830421564605,0.4851517010549252,0.9855180883166248,143,1948,8,235,34,,0.98,5,Dry
1949-05-24,619.7760781539125,0.4943500069769319,0.9867657727288657,144,1948,8,236,34,,0.98,5,Dry
1949-05-25,599.4776543105631,0.5040103305801624,0.9882726497007309,145,1948,8,237,34,,0.98,5,Dry
1949-05-26,576.2093390100107,0.515596438368922,0.99,146,1948,8,238,34,,0.98,5,Dry
1949-05-27,561.4868496933939,0.5228127879774911,0.9909733704327759,147,1948,8,239,35,,0.98,5,Dry
1949-05-28,542.6549481246924,0.5332805338687248,0.9922184327171296,148,1948,8,240,35,0.96,0.98,5,Dry
1949-05-29,542.6549481246924,0.5332805338687248,0.9922184327171296,149,1948,8,241,35,,0.98,5,Dry
1949-05-30,536.8780500492484,0.5366846661926873,0.9926003696069361,150,1948,8,242,35,,0.98,5,Dry
1949-05-31,512.1928573184496,0.5514095506835845,0.9942324194739661,151,1948,8,243,35,,0.98,5,Dry
1949-06-01,492.53168390950515,0.5682507566203591,0.924764382257512,152,1948,9,244,35,,0.96,5,Dry
1949-06-02,485.2693293039278,0.5755940726836944,0.9281382662527905,153,1948,9,245,35,,0.96,5,Dry
1949-06-03,477.8107042925146,0.5830690426112638,0.931389445593996,154,1948,9,246,36,,0.96,5,Dry
1949-06-04,474.65062472348933,0.5858791970928431,0.9326616849394349,155,1948,9,247,36,,0.96,5,Dry
1949-06-05,461.11495907205375,0.5965485209085978,0.9381111067126258,156,1948,9,248,36,,0.96,5,Dry
1949-06-06,456.4231901003585,0.6,0.94,157,1948,9,249,36,,0.96,5,Dry
1949-06-07,446.5785846181075,0.61,0.9446109238208577,158,1948,9,250,36,,0.96,5,Dry
1949-06-08,442.70876171301757,0.6133633061273253,0.9464234351142509,159,1948,9,251,36,0.96,0.96,5,Dry
1949-06-09,435.072576070002,0.62,0.95,160,1948,9,252,36,,0.96,5,Dry
1949-06-10,446.5785846181075,0.61,0.9446109238208577,161,1948,9,253,37,,0.96,5,Dry
1949-06-11,446.5785846181075,0.61,0.9446109238208577,162,1948,9,254,37,,0.96,5,Dry
1949-06-12,442.70876171301757,0.6133633061273253,0.9464234351142509,163,1948,9,255,37,,0.96,5,Dry
1949-06-13,435.072576070002,0.62,0.95,164,1948,9,256,37,,0.96,5,Dry
1949-06-14,427.13455561928293,0.63,0.9534796216350546,165,1948,9,257,37,,0.96,5,Dry
1949-06-15,422.2116394365742,0.6355074575286846,0.955637575971814,166,1948,9,258,37,,0.96,5,Dry
1949-06-16,412.25969213242286,0.6451636854829023,0.96,167,1948,9,259,37,,0.96,5,Dry
1949-06-17,406.6998144009385,0.65,0.9630268213043749,168,1948,9,260,38,,0.96,5,Dry
1949-06-18,406.6998144009385,0.65,0.9630268213043749,169,1948,9,261,38,0.96,0.96,5,Dry
1949-06-19,406.6998144009385,0.65,0.9630268213043749,170,1948,9,262,38,,0.96,5,Dry
1949-06-20,396.08395114131787,0.66,0.9688061428345218,171,1948,9,263,38,,0.96,5,Dry
1949-06-21,385.1911752921153,0.676277527156689,0.972905449872739,172,1948,9,264,38,,0.96,5,Dry
1949-06-22,382.5955185449121,0.68,0.973772313174004,173,1948,9,265,38,,0.96,5,Dry
1949-06-23,375.0600984081756,0.69,0.9762888936822659,174,1948,9,266,38,,0.96,5,Dry
1949-06-24,364.0219169855969,0.7,0.9799752803349883,175,1948,9,267,39,,0.96,5,Dry
1949-06-25,364.0219169855969,0.7,0.9799752803349883,176,1948,9,268,39,,0.96,5,Dry
1949-06-26,364.0219169855969,0.7,0.9799752803349883,177,1948,9,269,39,,0.96,5,Dry
1949-06-27,364.0219169855969,0.7,0.9799752803349883,178,1948,9,270,39,,0.96,5,Dry
1949-06-28,364.0219169855969,0.7,0.9799752803349883,179,1948,9,271,39,0.96,0.96,5,Dry
1949-06-29,364.0219169855969,0.7,0.9799752803349883,180,1948,9,272,39,,0.96,5,Dry
1949-06-30,364.0219169855969,0.7,0.9799752803349883,181,1948,9,273,39,,0.96,5,Dry
1949-07-01,364.0219169855969,0.7,0.9,182,1948,10,274,40,,0.96,5,Dry
1949-07-02,364.0219169855969,0.7,0.9,183,1948,10,275,40,,0.96,5,Dry
1949-07-03,364.0219169855969,0.7,0.9,184,1948,10,276,40,,0.96,5,Dry
1949-07-04,364.0219169855969,0.7,0.9,185,1948,10,277,40,,0.96,5,Dry
1949-07-05,364.0219169855969,0.7,0.9,186,1948,10,278,40,,0.96,5,Dry
1949-07-06,364.0219169855969,0.7,0.9,187,1948,10,279,40,,0.96,5,Dry
1949-07-07,351.6790374639898,0.7122383327537959,0.9134615869361613,188,1948,10,280,40,,0.96,5,Dry
1949-07-08,341.5509340157824,0.7240258453256534,0.93,189,1948,10,281,41,0.96,0.96,5,Dry
1949-07-09,334.40753684918,0.7351987566768933,0.9366014516156833,190,1948,10,282,41,,0.96,5,Dry
1949-07-10,327.53531137661633,0.7447827457207707,0.9447827457207707,191,1948,10,283,41,,0.96,5,Dry
1949-07-11,324.0504043030841,0.75,0.95,192,1948,10,284,41,,0.96,5,Dry
1949-07-12,324.0504043030841,0.75,0.95,193,1948,10,285,41,,0.96,5,Dry
1949-07-13,324.0504043030841,0.75,0.95,194,1948,10,286,41,,0.96,5,Dry
1949-07-14,324.0504043030841,0.75,0.95,195,1948,10,287,41,,0.96,5,Dry
1949-07-15,324.0504043030841,0.75,0.95,196,1948,10,288,42,,0.96,5,Dry
1949-07-16,324.0504043030841,0.75,0.95,197,1948,10,289,42,,0.96,5,Dry
1949-07-17,324.0504043030841,0.75,0.95,198,1948,10,290,42,,0.96,5,Dry
1949-07-18,324.0504043030841,0.75,0.95,199,1948,10,291,42,0.95,0.96,5,Dry
1949-07-19,324.0504043030841,0.75,0.95,200,1948,10,292,42,,0.96,5,Dry
1949-07-20,324.0504043030841,0.75,0.95,201,1948,10,293,42,,0.96,5,Dry
1949-07-21,324.0504043030841,0.75,0.95,202,1948,10,294,42,,0.95,5,Dry
1949-07-22,317.9418365445629,0.76,0.9533469864085127,203,1948,10,295,43,,0.95,5,Dry
1949-07-23,310.07615820224606,0.77,0.957656723084306,204,1948,10,296,43,,0.95,5,Dry
1949-07-24,302.6397594058508,0.7801442724310819,0.961990820480378,205,1948,10,297,43,,0.95,5,Dry
1949-07-25,302.6397594058508,0.7801442724310819,0.961990820480378,206,1948,10,298,43,,0.95,5,Dry
1949-07-26,298.83103500415575,0.7856467390082438,0.9643905723287314,207,1948,10,299,43,,0.95,5,Dry
1949-07-27,294.59680269954964,0.79210406546573,0.9670584226974307,208,1948,10,300,43,,0.95,5,Dry
1949-07-28,290.0148613432034,0.8,0.9699453530917762,209,1948,10,301,43,0.96,0.95,5,Dry
1949-07-29,287.1237983502716,0.8042559277181712,0.9711683257289251,210,1948,10,302,44,,0.95,5,Dry
1949-07-30,283.22183480614996,0.81,0.9727939413335924,211,1948,10,303,44,,0.95,5,Dry
1949-07-31,283.22183480614996,0.81,0.9727939413335924,212,1948,10,304,44,,0.95,5,Dry
1949-08-01,283.22183480614996,0.81,0.85,213,1948,11,305,44,,0.96,5,Dry
1949-08-02,283.22183480614996,0.81,0.85,214,1948,11,306,44,,0.96,5,Dry
1949-08-03,283.22183480614996,0.81,0.85,215,1948,11,307,44,,0.96,5,Dry
1949-08-04,283.22183480614996,0.81,0.85,216,1948,11,308,44,,0.96,5,Dry
1949-08-05,283.22183480614996,0.81,0.85,217,1948,11,309,45,,0.96,5,Dry
1949-08-06,283.22183480614996,0.81,0.85,218,1948,11,310,45,,0.96,5,Dry
1949-08-07,283.22183480614996,0.81,0.85,219,1948,11,311,45,,0.96,5,Dry
1949-08-08,283.22183480614996,0.81,0.85,220,1948,11,312,45,0.92,0.96,5,Dry
1949-08-09,283.22183480614996,0.81,0.85,221,1948,11,313,45,,0.96,5,Dry
1949-08-10,283.22183480614996,0.81,0.85,222,1948,11,314,45,,0.96,5,Dry
1949-08-11,281.4649889839421,0.82,0.87,223,1948,11,315,45,,0.92,5,Dry
1949-08-12,273.29546097521643,0.83,0.88,224,1948,11,316,46,,0.92,5,Dry
1949-08-13,265.9546773532155,0.84,0.9,225,1948,11,317,46,,0.92,5,Dry
1949-08-14,263.11415809696183,0.8469425225544561,0.91,226,1948,11,318,46,,0.92,5,Dry
1949-08-15,261.8631972982743,0.85,0.9144682593555155,227,1948,11,319,46,,0.92,5,Dry
1949-08-16,259.36941771991155,0.8557925560616066,0.9227541081550737,228,1948,11,320,46,,0.92,5,Dry
1949-08-17,256.8829690438695,0.8622665951875415,0.93,229,1948,11,321,46,,0.92,5,Dry
1949-08-18,256.8829690438695,0.8622665951875415,0.93,230,1948,11,322,46,0.9299999999999999,0.92,5,Dry
1949-08-19,254.57965108781718,0.87,0.933490088967406,231,1948,11,323,47,,0.92,5,Dry
1949-08-20,250.28337236434916,0.8753280469610728,0.94,232,1948,11,324,47,,0.92,5,Dry
1949-08-21,250.28337236434916,0.8753280469610728,0.94,233,1948,11,325,47,,0.9299999999999999,5,Dry
1949-08-22,246.51613596706648,0.88,0.9447736852960689,234,1948,11,326,47,,0.9299999999999999,5,Dry
1949-08-23,246.51613596706648,0.88,0.9447736852960689,235,1948,11,327,47,,0.9299999999999999,5,Dry
1949-08-24,246.51613596706648,0.88,0.9447736852960689,236,1948,11,328,47,,0.9299999999999999,5,Dry
1949-08-25,242.391699236284,0.885911659966254,0.95,237,1948,11,329,47,,0.9299999999999999,5,Dry
1949-08-26,242.391699236284,0.885911659966254,0.95,238,1948,11,330,48,,0.9299999999999999,5,Dry
1949-08-27,239.53935321175527,0.89,0.9536687611554756,239,1948,11,331,48,,0.9299999999999999,5,Dry
1949-08-28,239.53935321175527,0.89,0.9536687611554756,240,1948,11,332,48,0.91,0.9299999999999999,5,Dry
1949-08-29,236.1880607192076,0.8968083341984725,0.9579792801498629,241,1948,11,333,48,,0.9299999999999999,5,Dry
1949-08-30,236.1880607192076,0.8968083341984725,0.9579792801498629,242,1948,11,334,48,,0.9299999999999999,5,Dry
1949-08-31,236.1880607192076,0.8968083341984725,0.9579792801498629,243,1948,11,335,48,,0.9299999999999999,5,Dry
1949-09-01,234.61701480289815,0.9,0.76,244,1948,12,336,48,,0.91,5,Dry
1949-09-02,231.50816883736104,0.9049549943544583,0.77,245,1948,12,337,49,,0.91,5,Dry
1949-09-03,228.68255337119885,0.9094585654023356,0.79,246,1948,12,338,49,,0.91,5,Dry
1949-09-04,228.34284828898484,0.91,0.7917073403980743,247,1948,12,339,49,,0.91,5,Dry
1949-09-05,225.81321850804704,0.9150683870452603,0.81,248,1948,12,340,49,,0.91,5,Dry
1949-09-06,220.74705843068895,0.9239516303133979,0.83,249,1948,12,341,49,,0.91,5,Dry
1949-09-07,216.76015759639935,0.93,0.85,250,1948,12,342,49,,0.91,5,Dry
1949-09-08,216.76015759639935,0.93,0.85,251,1948,12,343,49,0.91,0.91,5,Dry
1949-09-09,216.76015759639935,0.93,0.85,252,1948,12,344,50,,0.91,5,Dry
1949-09-10,216.76015759639935,0.93,0.85,253,1948,12,345,50,,0.91,5,Dry
1949-09-11,216.76015759639935,0.93,0.85,254,1948,12,346,50,,0.91,5,Dry
1949-09-12,216.76015759639935,0.93,0.85,255,1948,12,347,50,,0.91,5,Dry
1949-09-13,216.76015759639935,0.93,0.85,256,1948,12,348,50,,0.91,5,Dry
1949-09-14,216.76015759639935,0.93,0.85,257,1948,12,349,50,,0.91,5,Dry
1949-09-15,216.76015759639935,0.93,0.85,258,1948,12,350,50,,0.91,5,Dry
1949-09-16,216.76015759639935,0.93,0.85,259,1948,12,351,51,,0.91,5,Dry
1949-09-17,216.76015759639935,0.93,0.85,260,1948,12,352,51,,0.91,5,Dry
1949-09-18,216.76015759639935,0.93,0.85,261,1948,12,353,51,0.8,0.91,5,Dry
1949-09-19,205.94063187208795,0.9449760425064414,0.89,262,1948,12,354,51,,0.91,5,Dry
1949-09-20,203.8089946506679,0.95,0.91,263,1948,12,355,51,,0.91,5,Dry
1949-09-21,203.8089946506679,0.95,0.91,264,1948,12,356,51,,0.8,4,Mod_Dry
1949-09-22,203.5256755029434,0.951198970067807,0.93,265,1948,12,357,51,,0.8,4,Mod_Dry
1949-09-23,203.5256755029434,0.951198970067807,0.93,266,1948,12,358,52,,0.8,4,Mod_Dry
1949-09-24,203.5256755029434,0.951198970067807,0.93,267,1948,12,359,52,,0.8,4,Mod_Dry
1949-09-25,203.5256755029434,0.951198970067807,0.93,268,1948,12,360,52,,0.8,4,Mod_Dry
1949-09-26,201.44597362677595,0.96,0.9357351895129522,269,1948,12,361,52,,0.8,4,Mod_Dry
1949-09-27,199.8994625042784,0.9632018658998586,0.94,270,1948,12,362,52,,0.8,4,Mod_Dry
1949-09-28,197.85102796759864,0.9674429040635514,0.9462385326638445,271,1948,12,363,52,0.88,0.8,4,Mod_Dry
1949-09-29,196.6159427295861,0.97,0.95,272,1948,12,364,52,,0.8,4,Mod_Dry
1949-09-30,196.6159427295861,0.97,0.95,273,1948,12,365,53,,0.8,4,Mod_Dry
1949-10-01,195.26379229446485,0.9709723503998152,0.8110702860682835,274,1949,1,1,1,0.86,0.86,4,Mod_Dry
1949-10-02,191.55933856639643,0.9736362751895604,0.8259566106518804,275,1949,1,2,1,,0.86,4,Mod_Dry
1949-10-03,188.80655001710193,0.975615844161317,0.8355849537834606,276,1949,1,3,1,,0.86,4,Mod_Dry
1949-10-04,182.70994304697962,0.98,0.86,277,1949,1,4,1,,0.86,4,Mod_Dry
1949-10-05,182.70994304697962,0.98,0.86,278,1949,1,5,1,,0.86,4,Mod_Dry
1949-10-06,181.07352173620643,0.9808641644076459,0.8650489041564178,279,1949,1,6,1,,0.86,4,Mod_Dry
1949-10-07,178.24119407222702,0.982359865265297,0.8749978895588733,280,1949,1,7,1,,0.86,4,Mod_Dry
1949-10-08,172.588571150434,0.9853449128851847,0.8978615377529533,281,1949,1,8,2,0.91,0.86,4,Mod_Dry
1949-10-09,173.69054005715492,0.9847629830965345,0.8942678162721828,282,1949,1,9,2,,0.86,4,Mod_Dry
1949-10-10,170.1542931824863,0.9866304109194428,0.91,283,1949,1,10,2,,0.86,4,Mod_Dry
1949-10-11,170.1542931824863,0.9866304109194428,0.91,284,1949,1,11,2,,0.91,5,Dry
1949-10-12,170.1542931824863,0.9866304109194428,0.91,285,1949,1,12,2,,0.91,5,Dry
1949-10-13,170.1542931824863,0.9866304109194428,0.91,286,1949,1,13,2,,0.91,5,Dry
1949-10-14,170.1542931824863,0.9866304109194428,0.91,287,1949,1,14,2,,0.91,5,Dry
1949-10-15,170.1542931824863,0.9866304109194428,0.91,288,1949,1,15,3,,0.91,5,Dry
1949-10-16,170.1542931824863,0.9866304109194428,0.91,289,1949,1,16,3,,0.91,5,Dry
1949-10-17,170.1542931824863,0.9866304109194428,0.91,290,1949,1,17,3,,0.91,5,Dry
1949-10-18,170.1542931824863,0.9866304109194428,0.91,291,1949,1,18,3,0.88,0.91,5,Dry
1949-10-19,170.1542931824863,0.9866304109194428,0.91,292,1949,1,19,3,,0.91,5,Dry
1949-10-20,170.1542931824863,0.9866304109194428,0.91,293,1949,1,20,3,,0.91,5,Dry
1949-10-21,170.1542931824863,0.9866304109194428,0.91,294,1949,1,21,3,,0.88,4,Mod_Dry
1949-10-22,170.1542931824863,0.9866304109194428,0.91,295,1949,1,22,4,,0.88,4,Mod_Dry
1949-10-23,170.1542931824863,0.9866304109194428,0.91,296,1949,1,23,4,,0.88,4,Mod_Dry
1949-10-24,170.1542931824863,0.9866304109194428,0.91,297,1949,1,24,4,,0.88,4,Mod_Dry
1949-10-25,170.1542931824863,0.9866304109194428,0.91,298,1949,1,25,4,,0.88,4,Mod_Dry
1949-10-26,170.1542931824863,0.9866304109194428,0.91,299,1949,1,26,4,,0.88,4,Mod_Dry
1949-10-27,170.1542931824863,0.9866304109194428,0.91,300,1949,1,27,4,,0.88,4,Mod_Dry
1949-10-28,170.1542931824863,0.9866304109194428,0.91,301,1949,1,28,4,0.9,0.88,4,Mod_Dry
1949-10-29,170.1542931824863,0.9866304109194428,0.91,302,1949,1,29,5,,0.88,4,Mod_Dry
1949-10-30,170.1542931824863,0.9866304109194428,0.91,303,1949,1,30,5,,0.88,4,Mod_Dry
1949-10-31,170.1542931824863,0.9866304109194428,0.91,304,1949,1,31,5,,0.88,4,Mod_Dry
1949-11-01,170.1542931824863,0.9866304109194428,0.9536544917836723,305,1949,2,32,5,,0.9,5,Dry
1949-11-02,170.1542931824863,0.9866304109194428,0.9536544917836723,306,1949,2,33,5,,0.9,5,Dry
1949-11-03,170.1542931824863,0.9866304109194428,0.9536544917836723,307,1949,2,34,5,,0.9,5,Dry
1949-11-04,170.1542931824863,0.9866304109194428,0.9536544917836723,308,1949,2,35,5,,0.9,5,Dry
1949-11-05,170.1542931824863,0.9866304109194428,0.9536544917836723,309,1949,2,36,6,,0.9,5,Dry
1949-11-06,170.1542931824863,0.9866304109194428,0.9536544917836723,310,1949,2,37,6,,0.9,5,Dry
1949-11-07,170.1542931824863,0.9866304109194428,0.9536544917836723,311,1949,2,38,6,,0.9,5,Dry
1949-11-08,173.69054005715492,0.9847629830965345,0.9447561345596782,312,1949,2,39,6,0.91,0.9,5,Dry
1949-11-09,182.70994304697962,0.98,0.93,313,1949,2,40,6,,0.9,5,Dry
1949-11-10,182.70994304697962,0.98,0.93,314,1949,2,41,6,,0.9,5,Dry
1949-11-11,182.70994304697962,0.98,0.93,315,1949,2,42,6,,0.91,5,Dry
1949-11-12,182.70994304697962,0.98,0.93,316,1949,2,43,7,,0.91,5,Dry
1949-11-13,187.59540873385274,0.9764867928963181,0.92,317,1949,2,44,7,,0.91,5,Dry
1949-11-14,196.6159427295861,0.97,0.89,318,1949,2,45,7,,0.91,5,Dry
1949-11-15,196.6159427295861,0.97,0.89,319,1949,2,46,7,,0.91,5,Dry
1949-11-16,196.6159427295861,0.97,0.89,320,1949,2,47,7,,0.91,5,Dry
1949-11-17,196.6159427295861,0.97,0.89,321,1949,2,48,7,,0.91,5,Dry
