date,datetime,days,waterYear,waterWeek,flowMean,flowMin,flowMax,flowMedian,flowChange,volume,flowMeanVariance,flowMeanCalWeeklyExceedance
-974160000000,1939-02-18T02:00:00.000+02:00,7,1938,21,1277,1127,1445,1339,318,773,-0.17346278317152103,0.36091603053435106
-973555200000,1939-02-25T02:00:00.000+02:00,7,1938,22,1858,1689,2073,1902,384,1124,0.009782608695652175,0.3280466472303206
-972950400000,1939-03-04T02:00:00.000+02:00,7,1938,23,2723,2496,2874,2845,349,1647,0.235480943738657,0.2522038271339497
-972345600000,1939-03-11T02:00:00.000+02:00,7,1938,24,2755,2747,2785,2747,29,1666,0.11403154063890013,0.32902284880894495
-971740800000,1939-03-18T02:00:00.000+02:00,7,1938,25,2756,2693,2785,2747,-92,1667,0.01810121906169191,0.43181164807930605
-971136000000,1939-03-25T02:00:00.000+02:00,7,1938,26,2549,2529,2565,2557,28,1541,-0.12914246668944313,0.5500878734622144
-970531200000,1939-04-01T02:00:00.000+02:00,7,1938,27,2466,2424,2529,2434,-105,1491,-0.18828176431863067,0.6205763153002417
-969926400000,1939-04-08T02:00:00.000+02:00,7,1938,28,2377,2329,2424,2354,-95,1438,-0.21343481138318995,0.6658181818181818
-969321600000,1939-04-15T02:00:00.000+02:00,7,1938,29,2181,2122,2255,2138,-133,1319,-0.2634245187436677,0.7197732793522267
-968716800000,1939-04-22T02:00:00.000+02:00,7,1938,30,1971,1879,2054,1930,-174,1192,-0.30987394957983194,0.7440944881889764
-968112000000,1939-04-29T02:00:00.000+02:00,7,1938,31,1692,1600,1799,1652,-199,1023,-0.37263626251390436,0.7797238999137187
-967507200000,1939-05-06T02:00:00.000+02:00,7,1938,32,1473,1388,1546,1445,-159,891,-0.40890850722311395,0.82729265770424
-966902400000,1939-05-13T02:00:00.000+02:00,7,1938,33,1263,1235,1302,1246,-67,764,-0.44287604764005295,0.8595256710972113
-966297600000,1939-05-20T02:00:00.000+02:00,7,1938,34,1123,1055,1204,1078,-149,679,-0.4446092977250247,0.8672364924712135
-965692800000,1939-05-27T02:00:00.000+02:00,7,1938,35,973,935,1001,965,-65,589,-0.4493491794001132,0.8886055776892431
-965088000000,1939-06-03T02:00:00.000+02:00,7,1938,36,815,782,846,798,-63,493,-0.4641683103221565,0.9090909090909088
-964483200000,1939-06-10T02:00:00.000+02:00,7,1938,37,685,644,730,662,-86,414,-0.4685802948021722,0.898422712933754
-963878400000,1939-06-17T02:00:00.000+02:00,7,1938,38,565,543,593,548,-50,342,-0.47974217311233885,0.8798305084745762
-963273600000,1939-06-24T02:00:00.000+02:00,7,1938,39,492,478,507,485,-29,298,-0.45993413830954993,0.8776315789473684
-962668800000,1939-07-01T02:00:00.000+02:00,7,1938,40,438,430,447,435,-17,265,-0.43190661478599224,0.8838095238095238
-962064000000,1939-07-08T02:00:00.000+02:00,7,1938,41,420,412,427,418,-15,254,-0.36363636363636365,0.8676785714285715
-961459200000,1939-07-15T02:00:00.000+02:00,7,1938,42,391,385,396,390,-11,237,-0.3223570190641248,0.8782857142857142
-960854400000,1939-07-22T02:00:00.000+02:00,7,1938,43,377,368,383,375,-14,228,-0.2693798449612403,0.82
-960249600000,1939-07-29T02:00:00.000+02:00,7,1938,44,346,337,354,342,-17,209,-0.25910064239828695,0.8293536121673003
-959644800000,1939-08-05T02:00:00.000+02:00,7,1938,45,330,328,334,328,-7,200,-0.23076923076923078,0.7979797979797981
-959040000000,1939-08-12T02:00:00.000+02:00,7,1938,46,316,314,321,314,-8,191,-0.20202020202020202,0.77
-958435200000,1939-08-19T02:00:00.000+02:00,7,1938,47,310,306,314,310,-8,187,-0.1553133514986376,0.7
-957830400000,1939-08-26T02:00:00.000+02:00,7,1938,48,285,281,290,281,-9,172,-0.16422287390029325,0.7138797814207649
-957225600000,1939-09-02T02:00:00.000+02:00,7,1938,49,269,263,273,266,-10,163,-0.1540880503144654,0.69
-956620800000,1939-09-09T02:00:00.000+02:00,7,1938,50,255,250,262,250,-12,154,-0.1414141414141414,0.67
-956016000000,1939-09-16T02:00:00.000+02:00,7,1938,51,242,242,242,242,0,147,-0.13261648745519714,0.65
-955411200000,1939-09-23T02:00:00.000+02:00,7,1938,52,242,242,242,242,0,147,-0.08333333333333333,0.5985507246376811
-954806400000,1939-09-30T02:00:00.000+02:00,1,1938,53,236,236,236,236,0,20,-0.078125,0
-954720000000,1939-10-01T02:00:00.000+02:00,7,1939,1,235,228,236,236,-8,142,-0.05241935483870968,0.5464285714285715
-954115200000,1939-10-08T02:00:00.000+02:00,7,1939,2,217,213,226,213,-13,131,-0.09205020920502092,0.59
-953510400000,1939-10-15T02:00:00.000+02:00,7,1939,3,218,213,229,217,16,132,-0.06437768240343347,0.5235616438356164
-952905600000,1939-10-22T02:00:00.000+02:00,7,1939,4,245,229,255,250,26,148,0.0425531914893617,0.3710662824207493
-952300800000,1939-10-29T02:00:00.000+02:00,7,1939,5,259,255,262,262,7,157,0.07468879668049792,0.31645833333333323
-951696000000,1939-11-05T02:00:00.000+02:00,7,1939,6,264,262,273,262,11,159,0.05179282868525897,0.33
-951091200000,1939-11-12T02:00:00.000+02:00,7,1939,7,286,273,299,290,26,173,0.06319702602230483,0.34
-950486400000,1939-11-19T02:00:00.000+02:00,7,1939,8,349,299,383,354,84,211,0.19112627986348124,0.19086757990867578
-949881600000,1939-11-26T02:00:00.000+02:00,7,1939,9,421,394,443,427,49,255,0.2874617737003058,0.15034482758620685
-949276800000,1939-12-03T02:00:00.000+02:00,7,1939,10,478,443,507,485,64,289,0.2918918918918919,0.12641975308641984
-948672000000,1939-12-10T02:00:00.000+02:00,7,1939,11,533,507,561,537,54,323,0.29055690072639223,0.12171428571428576
-948067200000,1939-12-17T02:00:00.000+02:00,7,1939,12,589,567,630,588,63,356,0.2748917748917749,0.16070141256697515
-947462400000,1939-12-24T02:00:00.000+02:00,7,1939,13,689,630,741,705,111,417,0.325,0.14354430379746827
-946857600000,1939-12-31T02:00:00.000+02:00,7,1939,14,758,741,764,764,23,458,0.2979452054794521,0.15238095238095228
-946252800000,1940-01-07T02:00:00.000+02:00,7,1939,15,789,764,798,798,34,477,0.21384615384615385,0.1728140214216164
-945648000000,1940-01-14T02:00:00.000+02:00,7,1939,16,851,798,903,858,105,515,0.1673525377229081,0.23413881748071985
-945043200000,1940-01-21T02:00:00.000+02:00,7,1939,17,941,919,975,941,56,569,0.11757719714964371,0.22100558659217878
-944438400000,1940-01-28T02:00:00.000+02:00,7,1939,18,998,982,1035,995,53,604,0.018367346938775512,0.26516556291390725
-943833600000,1940-02-04T02:00:00.000+02:00,7,1939,19,1042,1035,1073,1035,38,630,-0.09705372616984402,0.3138417540514775
-943228800000,1940-02-11T02:00:00.000+02:00,7,1939,20,1112,1073,1127,1127,54,673,-0.15693707354056102,0.3505728314238953
-942624000000,1940-02-18T02:00:00.000+02:00,7,1939,21,1156,1130,1194,1155,64,699,-0.2517799352750809,0.43277419354838703
-942019200000,1940-02-25T02:00:00.000+02:00,7,1939,22,1294,1200,1406,1284,206,783,-0.2967391304347826,0.5117525773195876
-941414400000,1940-03-03T02:00:00.000+02:00,7,1939,23,1867,1435,2329,1930,894,1129,-0.1529038112522686,0.4873846153846154
-940809600000,1940-03-10T02:00:00.000+02:00,7,1939,24,2653,2354,3104,2659,751,1605,0.07278608976951072,0.3573859768550035
-940204800000,1940-03-17T02:00:00.000+02:00,7,1939,25,3522,3153,3758,3635,605,2130,0.30107129663834503,0.2538247566063978
-939600000000,1940-03-24T02:00:00.000+02:00,7,1939,26,4674,4241,5066,4794,825,2827,0.5968568500170823,0.16178217821782168
-938995200000,1940-03-31T02:00:00.000+02:00,7,1939,27,5214,5145,5307,5234,0,3154,0.7162606978275181,0.1303711303416897
-938390400000,1940-04-07T02:00:00.000+02:00,7,1939,28,4964,4776,5127,4991,-351,3002,0.642620780939775,0.1005319148936172
-937785600000,1940-04-14T02:00:00.000+02:00,7,1939,29,4436,4206,4658,4445,-451,2683,0.49814251941911514,0.1321389396709324
-937180800000,1940-04-21T02:00:00.000+02:00,7,1939,30,3976,3758,4166,3974,-408,2405,0.39215686274509803,0.18068066618392473
-936576000000,1940-04-28T02:00:00.000+02:00,7,1939,31,3480,3284,3684,3479,-400,2105,0.2903225806451613,0.20672342283344255
-935971200000,1940-05-05T02:00:00.000+02:00,7,1939,32,3086,2934,3242,3078,-308,1867,0.23836276083467095,0.22897560975609757
-935366400000,1940-05-12T02:00:00.000+02:00,7,1939,33,2709,2529,2854,2720,-325,1638,0.19497132774591971,0.2729491525423729
-934761600000,1940-05-19T02:00:00.000+02:00,7,1939,34,2350,2149,2471,2354,-322,1421,0.16221562809099901,0.3014814814814814
-934156800000,1940-05-26T02:00:00.000+02:00,7,1939,35,2053,1930,2138,2054,-207,1242,0.16185625353706848,0.31820105820105804
-933552000000,1940-06-02T02:00:00.000+02:00,7,1939,36,1822,1652,1930,1839,-279,1102,0.19789612097304404,0.27
-932947200000,1940-06-09T02:00:00.000+02:00,7,1939,37,1495,1364,1634,1475,-270,904,0.15981380915438323,0.32113585027428204
-932342400000,1940-06-16T02:00:00.000+02:00,7,1939,38,1294,1200,1364,1297,-164,783,0.19152854511970535,0.27818181818181814
-931737600000,1940-06-23T02:00:00.000+02:00,7,1939,39,1094,1001,1200,1073,-199,661,0.20087815587266739,0.28764900662251647
-931132800000,1940-06-30T02:00:00.000+02:00,7,1939,40,929,846,995,919,-149,562,0.20492866407263294,0.28722439405785766
-930528000000,1940-07-07T02:00:00.000+02:00,7,1939,41,779,730,846,764,-116,471,0.1803030303030303,0.2832676878191101
-929923200000,1940-07-14T02:00:00.000+02:00,7,1939,42,704,668,725,705,-57,426,0.22010398613518198,0.23362014690451208
-929318400000,1940-07-21T02:00:00.000+02:00,7,1939,43,604,567,662,588,-95,366,0.17054263565891473,0.25101214574898784
-928713600000,1940-07-28T02:00:00.000+02:00,7,1939,44,540,512,567,537,-54,327,0.15631691648822268,0.26
-928108800000,1940-08-04T02:00:00.000+02:00,7,1939,45,488,469,507,485,-38,295,0.13752913752913754,0.2708571428571428
-927504000000,1940-08-11T02:00:00.000+02:00,7,1939,46,447,427,469,443,-42,270,0.12878787878787878,0.281161825726141
-926899200000,1940-08-18T02:00:00.000+02:00,7,1939,47,410,390,427,407,-38,248,0.11716621253405994,0.3015706806282722
-926294400000,1940-08-25T02:00:00.000+02:00,7,1939,48,378,364,390,379,-26,228,0.10850439882697947,0.31
-925689600000,1940-09-01T02:00:00.000+02:00,7,1939,49,342,328,354,342,-26,207,0.07547169811320754,0.3443965517241379
-925084800000,1940-09-08T02:00:00.000+02:00,7,1939,50,315,303,328,314,-25,191,0.06060606060606061,0.37
-924480000000,1940-09-15T02:00:00.000+02:00,7,1939,51,289,273,299,290,-26,175,0.035842293906810034,0.39
-923875200000,1940-09-22T02:00:00.000+02:00,7,1939,52,260,255,273,255,-14,157,-0.015151515151515152,0.46
-923270400000,1940-09-29T02:00:00.000+02:00,2,1939,53,262,262,262,262,0,45,0.0234375,0
-923097600000,1940-10-01T02:00:00.000+02:00,7,1940,1,262,262,262,262,0,158,0.056451612903225805,0.36160000000000003
-922492800000,1940-10-08T02:00:00.000+02:00,7,1940,2,258,255,262,257,7,156,0.0794979079497908,0.36
-921888000000,1940-10-15T02:00:00.000+02:00,7,1940,3,267,262,276,263,14,162,0.1459227467811159,0.24
-921283200000,1940-10-22T02:00:00.000+02:00,7,1940,4,298,287,310,299,23,181,0.2680851063829787,0.13131313131313127
-920678400000,1940-10-29T02:00:00.000+02:00,7,1940,5,314,314,318,314,4,190,0.3029045643153527,0.12216216216216222
-920073600000,1940-11-05T02:00:00.000+02:00,7,1940,6,328,328,328,328,0,198,0.30677290836653387,0.13021138211382113
-919468800000,1940-11-12T02:00:00.000+02:00,7,1940,7,331,328,334,331,7,200,0.23048327137546468,0.17
-918864000000,1940-11-19T02:00:00.000+02:00,7,1940,8,335,334,337,334,3,202,0.14334470989761092,0.22322580645161294
-918259200000,1940-11-26T02:00:00.000+02:00,7,1940,9,342,342,344,342,2,207,0.045871559633027525,0.34343434343434337
-917654400000,1940-12-03T02:00:00.000+02:00,7,1940,10,362,354,379,359,25,219,-0.021621621621621623,0.4545454545454544
-917049600000,1940-12-10T02:00:00.000+02:00,7,1940,11,395,383,407,394,24,239,-0.043583535108958835,0.4956647398843931
-916444800000,1940-12-17T02:00:00.000+02:00,7,1940,12,430,407,493,407,86,260,-0.06926406926406926,0.51
-915840000000,1940-12-24T02:00:00.000+02:00,7,1940,13,482,469,493,481,23,291,-0.07307692307692308,0.5
-915235200000,1940-12-31T02:00:00.000+02:00,7,1940,14,518,497,543,512,46,313,-0.11301369863013698,0.5482758620689654
-914630400000,1941-01-07T02:00:00.000+02:00,7,1940,15,604,567,644,599,77,366,-0.07076923076923076,0.5083612040133779
-914025600000,1941-01-14T02:00:00.000+02:00,7,1940,16,720,648,817,705,169,435,-0.012345679012345678,0.425632183908046
-913420800000,1941-01-21T02:00:00.000+02:00,7,1940,17,905,846,954,910,108,547,0.07482185273159145,0.2633272394881171
-912816000000,1941-01-28T02:00:00.000+02:00,7,1940,18,1007,971,1035,1001,30,609,0.027551020408163266,0.25183823529411764
-912211200000,1941-02-04T02:00:00.000+02:00,7,1940,19,1023,995,1078,1001,83,618,-0.11351819757365685,0.32312114989733054
-911606400000,1941-02-11T02:00:00.000+02:00,7,1940,20,1188,1123,1250,1194,127,719,-0.09931766489764973,0.3133622559652927
-911001600000,1941-02-18T02:00:00.000+02:00,7,1940,21,1357,1284,1463,1339,179,821,-0.12168284789644013,0.3331914893617021
-910396800000,1941-02-25T02:00:00.000+02:00,7,1940,22,1578,1492,1634,1590,142,955,-0.1423913043478261,0.3772665330661323
-909792000000,1941-03-04T02:00:00.000+02:00,7,1940,23,1693,1634,1799,1652,165,1024,-0.23185117967332122,0.5090592752579793
-909187200000,1941-03-11T02:00:00.000+02:00,7,1940,24,2007,1847,2197,1995,350,1214,-0.1884350990699555,0.5355102906853384
-908582400000,1941-03-18T02:00:00.000+02:00,7,1940,25,2519,2248,2934,2354,686,1523,-0.069449575175471,0.4877211796246649
-907977600000,1941-03-25T02:00:00.000+02:00,7,1940,26,3212,3008,3334,3237,327,1942,0.09736932012299282,0.39022687609075035
-907372800000,1941-04-01T02:00:00.000+02:00,7,1940,27,3195,3008,3334,3258,-327,1932,0.051678736010533244,0.4152593938017937
-906768000000,1941-04-08T02:00:00.000+02:00,7,1940,28,2880,2785,2982,2874,-197,1742,-0.04698874917273329,0.5303277674706247
-906163200000,1941-04-15T02:00:00.000+02:00,7,1940,29,2696,2585,2756,2720,-171,1631,-0.0894967916244512,0.5958415841584159
-905558400000,1941-04-22T02:00:00.000+02:00,7,1940,30,2423,2404,2434,2424,-30,1465,-0.15161064425770307,0.6457831325301204
-904953600000,1941-04-29T02:00:00.000+02:00,7,1940,31,2208,2073,2340,2220,-268,1335,-0.18131256952169078,0.6853051858650757
-904348800000,1941-05-06T02:00:00.000+02:00,7,1940,32,1889,1734,2030,1888,-296,1143,-0.24197431781701445,0.7118195797027165
-903744000000,1941-05-13T02:00:00.000+02:00,7,1940,33,1637,1552,1721,1634,-168,990,-0.2779003087781209,0.7597597597597597
-903139200000,1941-05-20T02:00:00.000+02:00,7,1940,34,1416,1320,1513,1419,-193,856,-0.2997032640949555,0.7832635983263598
-902534400000,1941-05-27T02:00:00.000+02:00,7,1940,35,1248,1194,1312,1250,-118,755,-0.2937181663837012,0.7857458563535912
-901929600000,1941-06-03T02:00:00.000+02:00,7,1940,36,1062,982,1155,1059,-173,642,-0.30177514792899407,0.7975128017556693
-901324800000,1941-06-10T02:00:00.000+02:00,7,1940,37,876,798,954,864,-156,530,-0.32040341349883633,0.8054216867469879
-900720000000,1941-06-17T02:00:00.000+02:00,7,1940,38,713,648,772,711,-124,431,-0.3434622467771639,0.8021917808219178
-900115200000,1941-06-24T02:00:00.000+02:00,7,1940,39,605,570,644,599,-74,366,-0.3358946212952799,0.7869026548672565
-899510400000,1941-07-01T02:00:00.000+02:00,7,1940,40,544,512,567,548,-54,329,-0.29442282749675747,0.7593984962406015
-898905600000,1941-07-08T02:00:00.000+02:00,7,1940,41,477,452,503,478,-51,288,-0.2772727272727273,0.7593984962406015
-898300800000,1941-07-15T02:00:00.000+02:00,7,1940,42,438,430,447,435,-17,265,-0.24090121317157712,0.7391146424517594
-897696000000,1941-07-22T02:00:00.000+02:00,7,1940,43,411,394,427,412,-33,249,-0.20348837209302326,0.7348344370860928
-897091200000,1941-07-29T02:00:00.000+02:00,7,1940,44,378,364,390,379,-26,228,-0.1905781584582441,0.7350519031141869
-896486400000,1941-08-05T02:00:00.000+02:00,7,1940,45,343,331,354,344,-23,207,-0.20046620046620048,0.7466367713004485
-895881600000,1941-08-12T02:00:00.000+02:00,7,1940,46,318,314,328,314,-14,192,-0.19696969696969696,0.7582417582417582
-895276800000,1941-08-19T02:00:00.000+02:00,7,1940,47,309,299,314,314,-15,187,-0.15803814713896458,0.7138797814207649
-894672000000,1941-08-26T02:00:00.000+02:00,7,1940,48,279,273,290,276,-17,169,-0.18181818181818182,0.7543859649122806
-894067200000,1941-09-02T02:00:00.000+02:00,7,1940,49,273,269,273,273,-4,165,-0.14150943396226415,0.6484581497797356
-893462400000,1941-09-09T02:00:00.000+02:00,7,1940,50,262,262,262,262,0,158,-0.11784511784511785,0.62
-892857600000,1941-09-16T02:00:00.000+02:00,7,1940,51,261,257,262,262,-5,158,-0.06451612903225806,0.5578947368421053
-892252800000,1941-09-23T02:00:00.000+02:00,7,1940,52,240,229,255,240,-26,145,-0.09090909090909091,0.62
-891648000000,1941-09-30T02:00:00.000+02:00,1,1940,53,223,223,223,223,0,19,-0.12890625,0
-891561600000,1941-10-01T02:00:00.000+02:00,7,1941,1,209,204,221,206,-17,126,-0.15725806451612903,0.7188381742738589
-890956800000,1941-10-08T02:00:00.000+02:00,7,1941,2,205,204,206,204,0,124,-0.14225941422594143,0.7
-890352000000,1941-10-15T02:00:00.000+02:00,7,1941,3,204,204,204,204,0,123,-0.12446351931330472,0.64
-889747200000,1941-10-22T02:00:00.000+02:00,7,1941,4,205,204,206,204,2,124,-0.1276595744680851,0.62
-889142400000,1941-10-29T02:00:00.000+02:00,7,1941,5,216,206,223,221,17,131,-0.1037344398340249,0.5841428571428572
-888537600000,1941-11-05T02:00:00.000+02:00,7,1941,6,223,221,223,223,-3,135,-0.11155378486055777,0.6182805429864253
-887932800000,1941-11-12T02:00:00.000+02:00,7,1941,7,231,223,240,232,16,139,-0.1412639405204461,0.6363636363636362
-887328000000,1941-11-19T02:00:00.000+02:00,7,1941,8,255,247,262,257,4,154,-0.1296928327645051,0.61
-886723200000,1941-11-26T02:00:00.000+02:00,7,1941,9,258,250,263,259,13,156,-0.21100917431192662,0.76
-886118400000,1941-12-03T02:00:00.000+02:00,7,1941,10,291,266,310,290,44,176,-0.21351351351351353,0.7662295081967214
-885513600000,1941-12-10T02:00:00.000+02:00,7,1941,11,323,318,324,324,6,195,-0.2179176755447942,0.7676767676767677
-884908800000,1941-12-17T02:00:00.000+02:00,7,1941,12,336,328,347,334,20,203,-0.2727272727272727,0.8465116279069768
-884304000000,1941-12-24T02:00:00.000+02:00,7,1941,13,415,354,475,412,121,251,-0.20192307692307693,0.7082840236686389
-883699200000,1941-12-31T02:00:00.000+02:00,7,1941,14,439,427,461,435,-15,265,-0.2482876712328767,0.8
-883094400000,1942-01-07T02:00:00.000+02:00,7,1941,15,466,447,481,469,35,282,-0.28307692307692306,0.8393258426966291
-882489600000,1942-01-14T02:00:00.000+02:00,7,1941,16,491,485,497,490,12,297,-0.32647462277091904,0.9086956521739131
-881884800000,1942-01-21T02:00:00.000+02:00,7,1941,17,525,503,543,525,40,318,-0.37648456057007124,0.90625
-881280000000,1942-01-28T02:00:00.000+02:00,7,1941,18,565,548,588,567,40,341,-0.42346938775510207,0.8995622761639475
-880675200000,1942-02-04T02:00:00.000+02:00,7,1941,19,620,593,648,620,55,375,-0.462738301559792,0.9266909090909089
-880070400000,1942-02-11T02:00:00.000+02:00,7,1941,20,706,668,735,711,68,427,-0.46474601971190294,0.89
-879465600000,1942-02-18T02:00:00.000+02:00,7,1941,21,767,741,782,772,41,464,-0.5035598705501618,0.8791031390134529
-878860800000,1942-02-25T02:00:00.000+02:00,7,1941,22,837,798,864,846,66,506,-0.5451086956521739,0.8583242655059847
-878256000000,1942-03-04T02:00:00.000+02:00,7,1941,23,900,872,929,903,57,544,-0.5916515426497277,0.8398011187072716
-877651200000,1942-03-11T02:00:00.000+02:00,7,1941,24,971,941,995,971,54,587,-0.6073594824100284,0.8473684210526315
-877046400000,1942-03-18T02:00:00.000+02:00,7,1941,25,1022,995,1047,1026,52,618,-0.6224602881418545,0.8593818984547462
-876441600000,1942-03-25T02:00:00.000+02:00,7,1941,26,1105,1059,1155,1106,97,668,-0.6224803553126068,0.8597092419522326
-875836800000,1942-04-01T02:00:00.000+02:00,7,1941,27,1250,1164,1388,1235,223,756,-0.5885450954575379,0.8399452242382746
-875232000000,1942-04-08T02:00:00.000+02:00,7,1941,28,1732,1492,1930,1744,438,1047,-0.4268696227663799,0.76
-874627200000,1942-04-15T02:00:00.000+02:00,7,1941,29,2107,1995,2197,2097,202,1274,-0.28841607565011823,0.7345412130637636
-874022400000,1942-04-22T02:00:00.000+02:00,7,1941,30,2188,2138,2220,2197,-82,1323,-0.2338935574229692,0.7143369078322248
-873417600000,1942-04-29T02:00:00.000+02:00,7,1941,31,2018,1930,2097,2021,-167,1221,-0.25176121616611047,0.7253104925053533
-872812800000,1942-05-06T02:00:00.000+02:00,7,1941,32,1768,1652,1879,1775,-228,1069,-0.29052969502407705,0.7581573896353166
-872208000000,1942-05-13T02:00:00.000+02:00,7,1941,33,1545,1492,1600,1546,-108,934,-0.31848257609175123,0.7897645739910314
-871603200000,1942-05-20T02:00:00.000+02:00,7,1941,34,1330,1204,1475,1320,-271,804,-0.34223541048466866,0.8159558823529411
-870998400000,1942-05-27T02:00:00.000+02:00,7,1941,35,1102,1007,1194,1106,-187,666,-0.3763440860215054,0.8472025723472669
-870393600000,1942-06-03T02:00:00.000+02:00,7,1941,36,889,776,982,903,-206,538,-0.4155161078238001,0.8679772591262717
-869788800000,1942-06-10T02:00:00.000+02:00,7,1941,37,670,599,741,668,-141,405,-0.48021722265321953,0.9079787234042553
-869184000000,1942-06-17T02:00:00.000+02:00,7,1941,38,536,503,576,531,-73,324,-0.5064456721915286,0.9090909090909091
-868579200000,1942-06-24T02:00:00.000+02:00,7,1941,39,471,447,493,475,-46,285,-0.4829857299670692,0.9096153846153846
-867974400000,1942-07-01T02:00:00.000+02:00,7,1941,40,425,412,443,422,-30,257,-0.4487678339818418,0.8999143101970866
-867369600000,1942-07-08T02:00:00.000+02:00,7,1941,41,395,385,407,394,-22,239,-0.4015151515151515,0.8997128087306147
-866764800000,1942-07-15T02:00:00.000+02:00,7,1941,42,369,354,383,368,-29,223,-0.36048526863084923,0.8995482778091474
-866160000000,1942-07-22T02:00:00.000+02:00,7,1941,43,341,334,352,342,-17,207,-0.3391472868217054,0.8999379652605459
-865555200000,1942-07-29T02:00:00.000+02:00,7,1941,44,323,310,334,324,-24,195,-0.3083511777301927,0.8998161764705883
-864950400000,1942-08-05T02:00:00.000+02:00,7,1941,45,299,290,310,299,-20,181,-0.30303030303030304,0.9158709677419353
-864345600000,1942-08-12T02:00:00.000+02:00,7,1941,46,281,273,287,281,-14,170,-0.2904040404040404,0.9076923076923078
-863740800000,1942-08-19T02:00:00.000+02:00,7,1941,47,264,259,269,263,-10,160,-0.28065395095367845,0.8968992248062015
-863136000000,1942-08-26T02:00:00.000+02:00,7,1941,48,251,242,257,250,-14,152,-0.26392961876832843,0.889795918367347
-862531200000,1942-09-02T02:00:00.000+02:00,7,1941,49,233,228,240,232,-11,141,-0.2672955974842767,0.898989898989899
-861926400000,1942-09-09T02:00:00.000+02:00,7,1941,50,218,212,226,217,-14,132,-0.265993265993266,0.9096774193548387
-861321600000,1942-09-16T02:00:00.000+02:00,7,1941,51,206,204,212,206,-8,125,-0.2616487455197133,0.91
-860716800000,1942-09-23T03:00:00.000+03:00,7,1941,52,198,192,204,198,-12,120,-0.25,0.9185046728971962
-860112000000,1942-09-30T03:00:00.000+03:00,1,1941,53,189,189,189,189,0,16,-0.26171875,0
-860025600000,1942-10-01T03:00:00.000+03:00,7,1942,1,185,170,197,188,9,112,-0.2540322580645161,0.88
-859420800000,1942-10-08T03:00:00.000+03:00,7,1942,2,197,197,200,197,3,119,-0.17573221757322174,0.8244565217391304
-858816000000,1942-10-15T03:00:00.000+03:00,7,1942,3,202,201,204,201,2,122,-0.13304721030042918,0.7
-858211200000,1942-10-22T03:00:00.000+03:00,7,1942,4,204,204,208,204,0,124,-0.13191489361702127,0.64
-857606400000,1942-10-29T03:00:00.000+03:00,7,1942,5,212,204,217,217,13,128,-0.12033195020746888,0.6
-857001600000,1942-11-05T03:00:00.000+03:00,7,1942,6,214,212,217,213,0,129,-0.14741035856573706,0.66
-856396800000,1942-11-12T03:00:00.000+03:00,7,1942,7,228,221,235,229,14,138,-0.1524163568773234,0.6666666666666666
-855792000000,1942-11-19T03:00:00.000+03:00,7,1942,8,239,235,250,236,16,144,-0.18430034129692832,0.7070707070707071
-855187200000,1942-11-26T03:00:00.000+03:00,7,1942,9,254,250,262,255,-4,154,-0.22324159021406728,0.7848148148148147
-854582400000,1942-12-03T03:00:00.000+03:00,7,1942,10,255,250,262,255,12,154,-0.3108108108108108,0.9095238095238095
-853977600000,1942-12-10T03:00:00.000+03:00,7,1942,11,291,269,306,290,37,176,-0.29539951573849876,0.87
-853372800000,1942-12-17T03:00:00.000+03:00,7,1942,12,349,328,368,347,41,211,-0.24458874458874458,0.8195744680851064
-852768000000,1942-12-24T03:00:00.000+03:00,7,1942,13,381,375,390,379,15,230,-0.2673076923076923,0.86
-852163200000,1942-12-31T03:00:00.000+03:00,7,1942,14,414,396,430,412,34,250,-0.2910958904109589,0.8888888888888887
-851558400000,1943-01-07T03:00:00.000+03:00,7,1942,15,454,435,475,452,40,274,-0.30153846153846153,0.9083333333333333
-850953600000,1943-01-14T03:00:00.000+03:00,7,1942,16,493,481,507,493,16,298,-0.32373113854595337,0.8997997997997998
-850348800000,1943-01-21T03:00:00.000+03:00,7,1942,17,529,525,531,531,6,320,-0.37173396674584325,0.8997563946406821
-849744000000,1943-01-28T03:00:00.000+03:00,7,1942,18,544,537,555,543,18,329,-0.4448979591836735,0.919498956158664
-849139200000,1943-02-04T03:00:00.000+03:00,7,1942,19,583,555,607,570,52,353,-0.4948006932409012,0.9568345323741011
-848534400000,1943-02-11T03:00:00.000+03:00,7,1942,20,635,612,648,637,36,384,-0.5185746777862017,0.9673096446700509
-847929600000,1943-02-18T03:00:00.000+03:00,7,1942,21,709,668,741,711,73,429,-0.5411003236245955,0.9595
-847324800000,1943-02-25T03:00:00.000+03:00,7,1942,22,753,741,776,745,35,456,-0.5907608695652173,0.939748427672956
-846720000000,1943-03-04T03:00:00.000+03:00,7,1942,23,826,782,864,817,81,499,-0.6252268602540835,0.8999343401181878
-846115200000,1943-03-11T03:00:00.000+03:00,7,1942,24,918,872,965,919,93,555,-0.6287909421754954,0.8754716981132075
-845510400000,1943-03-18T03:00:00.000+03:00,7,1942,25,1027,975,1078,1026,103,621,-0.6206132249722941,0.849626307922272
-844905600000,1943-03-25T02:00:00.000+02:00,7,1942,26,1210,1140,1276,1204,136,732,-0.5866074478988725,0.8290607734806626
-844300800000,1943-04-01T02:00:00.000+02:00,7,1942,27,1475,1312,1571,1492,259,892,-0.5144832126398947,0.7861417322834645
